"annotation_id","annotator","created_at","environment","id","lead_time","other","price","quality","sentence","service","updated_at"
1184,"1","2025-06-23T05:16:46.451787Z","",48,18.224,"","","","we suggested let s do two bills and create the notion of   tables if needed  why though i don t know  zomato clearly says there is no limit of how many gold s can be used at a table  but even that was not agreeable  they just kept repeating we would need to physically move to two separate tables  ","Negative","2025-06-23T05:16:46.451787Z"
1185,"1","2025-06-23T05:16:56.212229Z","",48,9.38,"Negative","","","needless to say  the visit just went down hill from there     not recommended","","2025-06-23T05:16:56.212229Z"
1186,"1","2025-06-23T05:17:02.565678Z","",49,6.005,"","","Negative","the food packing is very good  but the food taste is very worse  i m very disappointed","Positive","2025-06-23T05:17:02.565678Z"
1187,"1","2025-06-23T05:17:04.945118Z","",50,2.052,"","","","went to this place for lunch ","","2025-06-23T05:17:04.945118Z"
1188,"1","2025-06-23T05:17:12.678812Z","",50,7.4,"","","","ordered and paid  waited for    minutes and realise that order has not been placed ","Negative","2025-06-23T05:17:12.678812Z"
1189,"1","2025-06-23T05:17:41.754782Z","",50,28.678,"","","","the place had more people serving than the people eating and yet this happened and everyone was blaming everyone else ","Negative","2025-06-23T05:17:41.754782Z"
1190,"1","2025-06-23T05:20:37.417446Z","Negative",50,175.316,"","","","there were flies all over the place ","","2025-06-23T05:20:37.418563Z"
1191,"1","2025-06-23T05:20:42.773845Z","",50,4.998,"Negative","","","poor show ","","2025-06-23T05:20:42.773845Z"
1192,"1","2025-06-23T05:20:50.224192Z","",50,7.101,"","","","had to skip lunch because of their error","Negative","2025-06-23T05:20:50.224192Z"
1193,"1","2025-06-23T05:20:59.128348Z","Negative",51,8.516,"","","","the place is not soo good ","","2025-06-23T05:20:59.128348Z"
1194,"1","2025-06-23T05:21:04.948089Z","",51,5.485,"","","","staff is very arogant and doesnt care abt custor service ","Negative","2025-06-23T05:21:04.948089Z"
1195,"1","2025-06-23T05:21:15.129438Z","",51,9.846,"","","","initially they served drinks in plastic glasses and doesnt even have normal glasses to serve drinks ","Negative","2025-06-23T05:21:15.129438Z"
1196,"1","2025-06-23T05:21:19.784465Z","",51,4.318,"","","","manager is using abusive language when requested for normal glasses  ","Negative","2025-06-23T05:21:19.784465Z"
1197,"1","2025-06-23T05:21:22.229957Z","",52,2.132,"","","","i was here last night with   of my friends ","","2025-06-23T05:21:22.229957Z"
1198,"1","2025-06-23T05:22:05.799816Z","",52,43.271,"","","","we ordered pan fried noodles  chinese pavilion noodles pan fried and spicy black bean lamb ","","2025-06-23T05:22:05.799816Z"
1199,"1","2025-06-23T05:22:12.779290Z","",52,6.69,"","","Positive","food was spicy and tasted fine ","","2025-06-23T05:22:12.779290Z"
1200,"1","2025-06-23T05:22:18.471157Z","",52,5.387,"","","","i have had better pan fried ","","2025-06-23T05:22:18.471157Z"
1201,"1","2025-06-23T05:23:25.764896Z","",52,13.235,"","","Negative","the food quality needs to be definitely checked ","","2025-06-23T05:23:25.764896Z"
1202,"1","2025-06-23T05:23:30.071780Z","",52,3.995,"","","","we don t expect this from a restaurant of your stature ","","2025-06-23T05:23:30.071780Z"
1203,"1","2025-06-23T05:23:32.475415Z","",52,2.111,"Negative","","","never going back and requesting others the same ","","2025-06-23T05:23:32.475415Z"
1204,"1","2025-06-23T05:24:03.771194Z","",53,10.939,"","","","well the order firstly came way beyond it s time and didn t came what was ordered originally ","Negative","2025-06-23T05:24:03.771194Z"
1205,"1","2025-06-23T05:24:08.932713Z","",54,4.856,"","","","order was late so called the restaurant ","Negative","2025-06-23T05:24:08.932713Z"
1206,"1","2025-06-23T05:24:11.807076Z","",54,2.572,"","","","they started yelling the moment he picked the call saying    we are not responsible ","Negative","2025-06-23T05:24:11.807076Z"
1207,"1","2025-06-23T05:24:14.779698Z","",54,2.672,"","","","see before calling ","","2025-06-23T05:24:14.779698Z"
1208,"1","2025-06-23T05:24:16.605481Z","",54,1.534,"","","","and was extremely rude    ","Negative","2025-06-23T05:24:16.605481Z"
1209,"1","2025-06-23T05:24:53.698890Z","",54,21.34,"","","Negative","clearly they have no regard for customer and hence very well explains why the food is cheap","Negative","2025-06-23T05:24:53.698890Z"
1210,"1","2025-06-23T05:24:55.969305Z","",55,1.965,"Negative","","","not good","","2025-06-23T05:24:55.969305Z"
1211,"1","2025-06-23T05:25:06.942755Z","Negative",56,10.655,"","","","shitty place    shitty service    shitty management    not again    not always brand will work  ","Negative","2025-06-23T05:25:06.942755Z"
1212,"1","2025-06-23T05:25:12.432572Z","",56,5.168,"Negative","","","think twice before u check in   wrost place in recent times ","","2025-06-23T05:25:12.432572Z"
1213,"1","2025-06-23T05:26:10.694718Z","",57,57.885,"","","Negative"," vegs instead of  veg   nonveg","","2025-06-23T05:26:10.694718Z"
1214,"1","2025-06-23T05:26:14.014861Z","",58,2.961,"","","Negative","damn too much oil  i can make another curry out of it  that much","","2025-06-23T05:26:14.014861Z"
1215,"1","2025-06-23T05:26:17.008664Z","",59,2.698,"","","","very bad management ","Negative","2025-06-23T05:26:17.008664Z"
1216,"1","2025-06-23T05:26:19.767277Z","",59,2.458,"","","","they are a cheat ","Negative","2025-06-23T05:26:19.767277Z"
1217,"1","2025-06-23T05:26:26.519468Z","",59,6.447,"","","","firstly they denied me the     flat discount coupon which i had taken from dine out ","Negative","2025-06-23T05:26:26.519468Z"
1218,"1","2025-06-23T05:26:29.265208Z","",59,13.891,"","Negative","","over charged our liquor ","","2025-06-23T05:26:44.987965Z"
1219,"1","2025-06-23T05:28:48.988948Z","Negative",60,119.298,"","","Negative","totally overrated just avoid this place unless you wanna loose your money for a cheap quality food there s only one guy who does all the service and you have to wait long for your turn to come up and the place looks like some forbidden house","Negative","2025-06-23T05:28:48.988948Z"
1220,"1","2025-06-23T05:28:54.330567Z","",61,4.997,"","","Negative","vegetables are not cooked properly waste of money","","2025-06-23T05:28:54.330567Z"
1221,"1","2025-06-23T05:28:57.332991Z","",62,2.702,"","","Negative","the worst ever pancakes ","","2025-06-23T05:28:57.332991Z"
1222,"1","2025-06-23T05:29:00.363092Z","",62,2.724,"","","","i m not even kidding ","","2025-06-23T05:29:00.363092Z"
1223,"1","2025-06-23T05:29:03.145799Z","",62,2.486,"Negative","","","it s a total waste of money ","","2025-06-23T05:29:03.145799Z"
1224,"1","2025-06-23T05:29:10.854607Z","",62,7.404,"","","","and they delivered something way different than what was mentioned in the menu ","Negative","2025-06-23T05:29:10.854607Z"
1225,"1","2025-06-23T05:29:12.643340Z","",62,1.49,"","","","hope they improve  ","","2025-06-23T05:29:12.643340Z"
1226,"1","2025-06-23T05:29:15.975663Z","",63,3.038,"","","","staff is very reckless and they are least bother about the customer ","Negative","2025-06-23T05:29:15.975663Z"
1227,"1","2025-06-23T05:29:20.999794Z","",63,4.716,"","","","we left without having lunch for keeping wait for more then    mins and the manager even not ask us to wait ","Negative","2025-06-23T05:29:20.999794Z"
1228,"1","2025-06-23T05:29:25.455355Z","",63,4.156,"","","","he went inside to cancel the order","","2025-06-23T05:29:25.455355Z"
1229,"1","2025-06-23T05:29:30.532155Z","",64,4.782,"","","","we went for a team lunch ","","2025-06-23T05:29:30.532155Z"
1230,"1","2025-06-23T05:29:35.556074Z","",64,8.073,"","","Negative","worst food ever i had in recent times ","","2025-06-23T05:29:41.993695Z"
1231,"1","2025-06-23T05:29:47.573960Z","",64,4.095,"","","Negative","rotten smell in fish n chicken ","","2025-06-23T05:29:47.573960Z"
1232,"1","2025-06-23T05:29:51.516688Z","",64,3.628,"Negative","","","never ever visit this place i wonder how this restaurant got those awards","","2025-06-23T05:29:51.516688Z"
1233,"1","2025-06-23T05:29:57.003721Z","",65,5.181,"Negative","","","booking a place here for a corporate package is absolutely horrendous ","","2025-06-23T05:29:57.003721Z"
1234,"1","2025-06-23T05:30:09.532940Z","",65,12.225,"","","","they provided the menu and package details on friday and confirmed its available  and on monday   the day of the event   management was rude and was insisting they ll not provide the buffet but will charge the same price as per the package ","Negative","2025-06-23T05:30:09.532940Z"
1235,"1","2025-06-23T05:30:54.945139Z","",65,45.096,"","","","they did not have minimum courtesy and were not even respecting the fact that our manager   a lady   was trying to talk ","Negative","2025-06-23T05:30:54.945139Z"
1236,"1","2025-06-23T05:30:59.036604Z","",65,3.795,"","","","this is probably the worst ever team i had ever talked to ","Negative","2025-06-23T05:30:59.036604Z"
1237,"1","2025-06-23T05:31:01.202316Z","",65,1.789,"Negative","","","very disappointing ","","2025-06-23T05:31:01.202316Z"
1238,"1","2025-06-23T05:31:10.813647Z","",65,9.298,"","","","this has resulted in cancellation of our corporate party which consisted of several partners and managing directors ","","2025-06-23T05:31:10.813647Z"
1239,"1","2025-06-23T05:31:14.114214Z","",65,3.006,"Negative","","","i d never recommend this place to anyone ","","2025-06-23T05:31:14.115309Z"
1240,"1","2025-06-23T05:31:16.121895Z","",66,1.702,"","","","i visited the place yesterday for lunch with my family ","","2025-06-23T05:31:16.121895Z"
1241,"1","2025-06-23T05:31:22.049326Z","",66,5.628,"","","","this is usually a most loved place by all my family members and me for a casual dining ","","2025-06-23T05:31:22.049326Z"
1242,"1","2025-06-23T05:31:49.735960Z","",66,16.985,"Negative","","","but yesterday it is a very bad experience we noticed the manger is changed ","","2025-06-23T05:32:02.229900Z"
1243,"1","2025-06-23T05:31:54.102186Z","",66,4.051,"","","","it took    minutes to find some one to take the order ","Negative","2025-06-23T05:31:54.102186Z"
1244,"1","2025-06-23T05:32:08.124923Z","",66,3.709,"","","","then it took him almost    minutes for the thali ","Negative","2025-06-23T05:32:08.124923Z"
1245,"1","2025-06-23T05:32:10.618921Z","",66,2.19,"","","","i called the manager and asked why is it taking so long as we habe only asked a thali and lassi ","Negative","2025-06-23T05:32:10.618921Z"
1246,"1","2025-06-23T05:32:17.476459Z","",66,6.553,"","","","then he told us that some of the food got over so we are preparing it again so only it is taking so much time ","","2025-06-23T05:32:17.476459Z"
1247,"1","2025-06-23T05:32:21.577760Z","",66,3.808,"","","","but is was courtesy that he could have informed us that it is going to take time ","Negative","2025-06-23T05:32:21.577760Z"
1248,"1","2025-06-23T05:32:23.679512Z","",66,1.794,"","","","after    minutes the food was served ","","2025-06-23T05:32:23.679512Z"
1249,"1","2025-06-23T05:32:28.813362Z","",66,4.841,"","","","but the lassi again took a very long time we cancelled the order and moved out ","Negative","2025-06-23T05:32:28.813362Z"
1250,"1","2025-06-23T05:32:30.797389Z","",67,1.677,"","","","too much attitude display by all staff ","Negative","2025-06-23T05:32:30.797389Z"
1251,"1","2025-06-23T05:32:36.076839Z","",67,4.976,"","","","need to be taught manners regarding how to be courteous to guests ","Negative","2025-06-23T05:32:36.076839Z"
1252,"1","2025-06-23T05:32:51.496462Z","Positive",67,15.11,"","","Positive","only ambience  food just about ok ","","2025-06-23T05:32:51.496462Z"
1253,"1","2025-06-23T05:32:58.373709Z","",68,6.566,"","","Negative","worst quality  we found spider at glass of beer and we informed to them but there was no response from their side ","Negative","2025-06-23T05:32:58.373709Z"
1254,"1","2025-06-23T05:33:01.426649Z","",68,2.739,"Negative","","","it s very bad experience with this bar","","2025-06-23T05:33:01.426649Z"
1255,"1","2025-06-23T05:33:04.256467Z","",69,2.528,"","","","worst service experienced ever ","Negative","2025-06-23T05:33:04.256467Z"
1256,"1","2025-06-23T05:33:13.143233Z","",69,8.581,"","","","nobody is concerned about even taking the order ","Negative","2025-06-23T05:33:13.143233Z"
1257,"1","2025-06-23T05:33:21.016967Z","",69,7.56,"Negative","","","its just waste of our evening ","","2025-06-23T05:33:21.016967Z"
1258,"1","2025-06-23T05:33:23.527849Z","",69,2.208,"Negative","","","not as expected ","","2025-06-23T05:33:23.527849Z"
1259,"1","2025-06-23T05:33:29.622971Z","",69,5.788,"","","","this review is completely for the service we received ","","2025-06-23T05:33:29.623556Z"
1260,"1","2025-06-23T05:33:32.091175Z","",70,2.176,"","","Negative","horrible food   ","","2025-06-23T05:33:32.091175Z"
1261,"1","2025-06-23T05:34:44.054372Z","",70,71.64,"","","Negative","the noodles and the so called starter which basically was gobi fried to death looked and tasted like they were living in oil well all their life and had come out for once to give me the scare of my life  ","","2025-06-23T05:34:44.054372Z"
1262,"1","2025-06-23T05:37:00.722444Z","",70,136.344,"","","Negative","bland horrible highly unhealthy trash never eat here worst experience  wish there was a negative starring system","","2025-06-23T05:37:00.722444Z"
1263,"1","2025-06-23T05:37:09.823066Z","",71,8.77,"","","","i ordered paneer tikka biryani and got some non veg biryani ","Negative","2025-06-23T05:37:09.823066Z"
1264,"1","2025-06-23T05:37:14.079207Z","",71,3.954,"","","","very bad services from both restaurant as well as zomato ","Negative","2025-06-23T05:37:14.079207Z"
1265,"1","2025-06-23T05:37:16.728226Z","",71,2.295,"","","","i m a pure vegetarian and this was really really bad ","","2025-06-23T05:37:16.728226Z"
1266,"1","2025-06-23T05:37:19.270040Z","",72,2.199,"","","","irresponsible restaurant  ","Negative","2025-06-23T05:37:19.270040Z"
1267,"1","2025-06-23T05:37:21.928367Z","",72,2.357,"Negative","","","please don t order any food from there ","","2025-06-23T05:37:21.928367Z"
1268,"1","2025-06-23T06:36:12.373786Z","",72,3530.056,"","","Negative","i ordered mushroom masala   not good in taste  and   different types of roti s and in place of roti s they people are delivering white rice ","Negative","2025-06-23T06:36:12.373786Z"
1269,"1","2025-06-23T06:36:15.579868Z","",72,2.864,"","","","moreover   when i tried calling restaurant number   they are not in use ","Negative","2025-06-23T06:36:15.579868Z"
1270,"1","2025-06-23T06:36:34.879349Z","",73,22.449,"","","","worst place and worst service   without any prior intimation they stopped taking orders   for a crispy corn they took   hour   will never recommend this place  ","Negative","2025-06-23T06:36:46.494835Z"
